ACANTHACEAE#ANISACANTHUS VIRGULARIS#LUTEOLIN
MNIACEAE#PLAGIOMNIUM ELATUM#LUTEOLIN,6-C-BETA-D-GLUCOPYRANOSYL-B-C-ALPHA-L-RHAMNOPYRANOSYL:
MNIACEAE#RHIZOMNIUM MAGNIFOLIUM#LUTEOLIN-3'-7-DI-O-GLUCURONIDE#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
MNIACEAE#RHIZOMNIUM PSEUDOPUNCTATUM#LUTEOLIN-3'-DI-O-GLUCURONIDE#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
MONIMIACEAE#BRACTEANTHUS VISCOSA#LUTEOLIN#LUTEOLIN,6-HYDROXY: 3'-6-DIMETHYL ETHER#LUTEOLIN,6-HYDROXY: 6-METHYL ETHER#LUTEOLIN-3'-7-DIMETHYL ETHER
MORACEAE#BROSIMUM ACUTIFOLIUM#LUTEOLIN
MORACEAE#BROUSSONETIA PAPYRIFERA#LUTEOLIN
MORACEAE#FICUS PLATYPHYLLA#GALUTEOLIN#LUTEOLIN-5-RUTINOSIDE
MORACEAE#FICUS PUMILA#LUTEOLIN
MUSACEAE#RAVENALA MADAGASCARIENSIS#LUTEOLIN,3'-METHYL ETHER: 6-C-GLYCOSIDE
MYOPORACEAE#MYOPORUM TENUIFOLIUM#LUTEOLIN#LUTEOLIN AMINO DIGLYCOSIDE#LUTEOLIN,7-O-(1-6)-GLUCOSYL-6-AMINO-6-DEOXY-GLUCOSYL:#LUTEOLIN-7-O-BETA-D-GENTIOBIOSIDE
MYRISTICACEAE#KNEMA GLOBULARIS#LUTEOLIN
MYRTACEAE#EUCALYPTUS CAMALDULENSIS#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
MYRTACEAE#EUCALYPTUS GLOBULUS#LUTEOLIN
MYRTACEAE#EUGENIA KURZII#LUTEOLIN,3-C-METHYL: 5-O-RHAMNOSIDE
MYRTACEAE#SYZYGIUM JAMBOS#LUTEOLIN
NYCTAGINACEAE#ABRONIA LATIFOLIA#LUTEOLIN
NYCTAGINACEAE#MIRABILIS VISCOSA#LUTEOLIN#LUTEOLIN-3'-7-DIMETHYL ETHER#LUTEOLIN-3'-METHYL ETHER
NYMPHAEACEAE#NUPHAR LUTEA#LUTEOLIN
OCHNACEAE#LOPHIRA ALATA#LUTEOLIN
OEDIPODINAE#DISSOTEIRA CAROLINA#LUTEOLIN
OLEACEAE#CHIONANTHUS RETUSUS#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
OLEACEAE#COMORANTHUS MADAGASCARIENSIS#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
OLEACEAE#FRAXINUS AMERICANA#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
OLEACEAE#HAENIANTHUS SALICIFOLIUS_VAR.OBOVATUS#LUTEOLIN-4'-O-BETA-D-GLUCOSIDE
OLEACEAE#LIGUSTRUM JAPONICUM#LUTEOLIN
OLEACEAE#LIGUSTRUM LUCIDUM#LUTEOLIN-4'-O-BETA-D-GLUCOSIDE#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
OLEACEAE#LIGUSTRUM OBTUSIFOLIUM#LUTEOLIN#LUTEOLIN-4'-O-BETA-D-GLUCOSIDE
OLEACEAE#LIGUSTRUM VULGARE#LUTEOLIN#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
OLEACEAE#LINOCIERA CARIBAEA#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
OLEACEAE#LINOCIERA FOVEOLATA_CV.FOVEOLATA#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
OLEACEAE#LINOCIERA NILOTICA#LUTEOLIN-4'-O-BETA-D-GLUCOSIDE
OLEACEAE#LINOCIERA QUADRISTAMINEA#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
OLEACEAE#LINOCIERA RAMIFLORA#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
OLEACEAE#NESTEGIS APETALA#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
OLEACEAE#NESTEGIS SANDWICENSIS#LUTEOLIN-4'-O-BETA-D-GLUCOSIDE#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
OLEACEAE#NORONHIA ALLEIZETTII#LUTEOLIN-4'-O-BETA-D-GLUCOSIDE
OLEACEAE#NOTELAEA LIGUSTRINA#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
OLEACEAE#OLEA AFRICANA#LUTEOLIN-4'-O-BETA-D-GLUCOSIDE
OLEACEAE#OLEA CAPENSIS_CV.CAPENSIS#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
OLEACEAE#OLEA EUROPAEA#LUTEOLIN#LUTEOLIN-4'-BETA-D-GLUCOSIDE#LUTEOLIN-4'-O-BETA-D-GLUCOSIDE#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
OLEACEAE#OLEA EUROPAEA_CV.MANZANILLO#LUTEOLIN
OLEACEAE#OLEA HOCHSTETTERI#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
OLEACEAE#OLEA PANICULATA#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
OLEACEAE#OLEA ROSEA#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
OLEACEAE#OLEA WELWITSCHII#LUTEOLIN-4'-O-BETA-D-GLUCOSIDE#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
OLEACEAE#OSMANTHUS BURKWOODII#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
OLEACEAE#OSMANTHUS DELAVAYI#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
OLEACEAE#OSMANTHUS FORTUNEI#LUTEOLIN#LUTEOLIN-4'-O-BETA-D-GLUCOSIDE#LUTEOLIN-7-O-BETA-RUTINOSIDE
OLEACEAE#OSMANTHUS FRAGRANS#LUTEOLIN-4'-O-BETA-D-GLUCOSIDE#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
OLEACEAE#OSMANTHUS FRAGRANS_VAR.AURANTIACUS#LUTEOLIN
OLEACEAE#OSMANTHUS HETEROPHYLLUS#LUTEOLIN-4'-O-BETA-D-GLUCOSIDE#LUTEOLIN-7-O-BETA-RUTINOSIDE
OLEACEAE#OSMANTHUS ILICIFOLIUS#GALUTEOLIN#LUTEOLIN#LUTEOLIN-4'-O-BETA-D-GLUCOSIDE
OLEACEAE#OSMANTHUS MONTICOLA#LUTEOLIN-4'-O-BETA-D-GLUCOSIDE#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
OLEACEAE#OSMANTHUS YUNNANENSIS#LUTEOLIN-4'-O-BETA-D-GLUCOSIDE#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
OLEACEAE#PHILLYREA ANGUSTIFOLIA#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
OLEACEAE#PHILLYREA LATIFOLIA#LUTEOLIN#LUTEOLIN-4'-O-GLUCOSIDE#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
OLEACEAE#PICCONIA EXCELSA#LUTEOLIN-4'-O-BETA-D-GLUCOSIDE#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
OLEACEAE#SCHREBERA ALATA#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
OLEACEAE#SYRINGA AFGHANICA#LUTEOLIN
OLEACEAE#SYRINGA CHINENSIS#LUTEOLIN-4'-O-BETA-D-GLUCOSIDE#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
OLEACEAE#SYRINGA LACINIATA#LUTEOLIN-4'-O-BETA-D-GLUCOSIDE#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
OLEACEAE#SYRINGA PEKINENSIS#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
OLEACEAE#SYRINGA PERSICA#LUTEOLIN-4'-O-BETA-D-GLUCOSIDE#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
OLEACEAE#TESSARANDRA FLUMINENSIS#LUTEOLIN-4'-O-BETA-D-GLUCOSIDE#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
ONAGRACEAE#FUCHSIA COLENSOI#LUTEOLIN-7-SULFATE
ONAGRACEAE#FUCHSIA DECUSSATA#LUTEOLIN-7-HYDROXY
ONAGRACEAE#FUCHSIA DENTICULATA#LUTEOLIN-7-HYDROXY
ONAGRACEAE#FUCHSIA EXCORTICATA#LUTEOLIN-7-GLUCURONIDE SULFATE#LUTEOLIN-7-O-BETA-D-GLUCURONIDE#LUTEOLIN-7-SULFATE
ONAGRACEAE#FUCHSIA PERSCANDENS#LUTEOLIN-7-SULFATE
ONAGRACEAE#FUCHSIA PROCUMBENS#LUTEOLIN-7-GLUCURONIDE SULFATE#LUTEOLIN-7-O-BETA-D-GLUCURONIDE#LUTEOLIN-7-SULFATE
ONAGRACEAE#FUCHSIA TRIPHYLLA#LUTEOLIN-7-GLUCURONIDE SULFATE#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
ONAGRACEAE#GAURA TRIANGULATA#LUTEOLIN#LUTEOLIN-7-GALACTOSDIDE#LUTEOLIN-7-RHAMNOSIDE
OPHIOGLOSSACEAE#OPHIOGLOSSUM PETIOLATUM#LUTEOLIN
OROBANCHACEAE#OROBANCHE AEGYPTIACA#LUTEOLIN
OROBANCHACEAE#OROBANCHE CRENATA#LUTEOLIN
OROBANCHACEAE#OROBANCHE RAMOSA#LUTEOLIN
OSMUNDACEAE#OSMUNDA REGALIS#LUTEOLINIDIN
PAEONIACEAE#PAEONIA MOUTAN#LUTEOLIN#LUTEOLIN-3-O-BETA-D-GLUCOSIDE
PAPAVERACEAE#ARGEMONE MEXICANA#LUTEOLIN
PAPAVERACEAE#PAPAVER MACROSTOMUM#LUTEOLIN
PAPAVERACEAE#PAPAVER RHOEAS#LUTEOLIN
PASSIFLORACEAE#PASSIFLORA BIFLORA#LUTEOLIN-7-O-NEOHESPERIDOSIDE
PASSIFLORACEAE#PASSIFLORA EDULIS_CV.FLAVICARPA#LUTEOLIN-6-C-FUCOSIDE#LUTEOLIN-6-C-QUINOVOSIDE
PASSIFLORACEAE#PASSIFLORA FOETIDA_VAR.HISPIDA#LUTEOLIN
PASSIFLORACEAE#PASSIFLORA INCARNATA#LUTEOLIN#LUTEOLIN-2'-O-BETA-D-GLUCOSIDE
PASSIFLORACEAE#PASSIFLORA PALMERI#LUTEOLIN
PASSIFLORACEAE#PASSIFLORA SANGUINOLENTA#LUTEOLIN#LUTEOLIN-7-O-GALACTOSIDE
PASSIFLORACEAE#PASSIFLORA SEXFLORA#LUTEOLIN
PASSIFLORACEAE#PASSIFLORA TRINERVIA#LUTEOLIN-7-O-GALACTOSIDE
PEDALIACEAE#HARPAGOPHYTUM PROCUMBENS#LUTEOLIN
PEDALIACEAE#PEDALIUM MUREX#LUTEOLIN
PHYLLOCLADACEAE#PHYLLOCLADUS ALPINUS#LUTEOLIN#LUTEOLIN-3'-O-ALPHA-L-RHAMNOPYRANOSIDE#LUTEOLIN-3'-O-BETA-D-GLUCOSIDE#LUTEOLIN-7-O-ALPHA-L-RHAMNOSIDE
PHYLLOCLADACEAE#PHYLLOCLADUS ASPLENIIFOLIUS#LUTEOLIN
PHYLLOCLADACEAE#PHYLLOCLADUS GLAUCUS#LUTEOLIN#LUTEOLIN-3'-O-ALPHA-L-RHAMNOSIDE#LUTEOLIN-7-O-ALPHA-L-RHAMNOSIDE
PHYLLOCLADACEAE#PHYLLOCLADUS HYPOPHYLLUS#LUTEOLIN#LUTEOLIN-3'-O-ALPHA-L-RHAMNOSIDE
PHYLLOCLADACEAE#PHYLLOCLADUS TRICHOMANOIDES#LUTEOLIN#LUTEOLIN-3'-O-ALPHA-L-RHAMNOSIDE#LUTEOLIN-7-O-ALPHA-L-RHAMNOSIDE
PIPERACEAE#PIPER PEEPULOIDES#LUTEOLIN-3'-4'-7-TRIMETHYL ETHER
PLANTAGINACEAE#PLANTAGO ALPINA#LUTEOLIN,6-HYDROXY:
PLANTAGINACEAE#PLANTAGO AMPLEXICAULIS#LUTEOLIN
PLANTAGINACEAE#PLANTAGO ASIATICA#LUTEOLIN#LUTEOLIN,6-HYDROXY:#LUTEOLIN,6-HYDROXY: 7-O-BETA-D-GLUCOSIDE#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
PLANTAGINACEAE#PLANTAGO CAMTSCHATICA#LUTEOLIN,6-HYDROXY:
PLANTAGINACEAE#PLANTAGO DEPRESSA#LUTEOLIN,6-HYDROXY:
PLANTAGINACEAE#PLANTAGO HOSTIFOLIA#LUTEOLIN#LUTEOLIN,6-HYDROXY:#LUTEOLIN,6-HYDROXY: 7-O-BETA-D-GLUCOSIDE
PLANTAGINACEAE#PLANTAGO LAGOPUS#LUTEOLIN
PLANTAGINACEAE#PLANTAGO LANCEOLATA#LUTEOLIN#LUTEOLIN,6-HYDROXY:
PLANTAGINACEAE#PLANTAGO MAJOR#LUTEOLIN
PLANTAGINACEAE#PLANTAGO OVATA#LUTEOLIN
PLANTAGINACEAE#PLANTAGO SQUARROSA#LUTEOLIN
PLUMBAGINACEAE#LIMONIUM AXILLARE#LUTEOLIN
PLUMBAGINACEAE#LIMONIUM BICOLOR#LUTEOLIN
PLUMBAGINACEAE#LIMONIUM SINENSIS#LUTEOLIN
PLUMBAGINACEAE#LIMONIUM SINUATUM#LUTEOLIN
POACEAE#AELUROPUS LAGOPOIDES#LUTEOLIN,6-8-DI-C-GLUCOSYL:
POACEAE#ANDROPOGON GERARDII#LUTEOLINIDIN
POACEAE#ARRHENATHERUM ELATIUS_CV.ERIANTHUM#LUTEOLIN,2''-O-ARABINOSYL-6-C-GLUCOSYL:
POACEAE#ARRHENATHERUM ELATIUS_VAR.BULBOSUM#LUTEOLIN,2''-O-ARABINOSYL-6-C-GLUCOSYL:
POACEAE#ARRHENATHERUM ELATIUS_VAR.ELATIUS#LUTEOLIN,2''-O-ARABINOSYL-6-C-GLUCOSYL:
POACEAE#ARRHENATHERUM ELATIUS_VAR.SARDOA#LUTEOLIN,2''-O-ARABINOSYL-6-C-GLUCOSYL:
POACEAE#ARRHENATHERUM SATIVA#LUTEOLIN,2''-O-ARABINOSYL-6-C-GLUCOSYL:
POACEAE#ARRHENATHERUM THOREI#LUTEOLIN,2''-O-ARABINOSYL-6-C-GLUCOSYL:
POACEAE#ARTHRAXON HISPIDUS#LUTEOLIN
POACEAE#AVENA SATIVA#LUTEOLIN-6-C-GLUCOSIDE#LUTEOLIN-6-C-GLUCOSYL-O-ARABINOSIDE
POACEAE#BOTHRIOCHLOA INSCULPTA#LUTEOLINIDIN
POACEAE#CYMBOPOGON CITRATUS#LUTEOLIN#LUTEOLIN-7-O-NEOHESPERIDOSIDE
POACEAE#HYPARRHENIA FILIPENDULA#LUTEOLINIDIN
POACEAE#HYPARRHENIA HIRTA#LUTEOLIN#LUTEOLIN-7-O-RHAMNOSYL-GLUCOSIDE#LUTEOLINIDIN
POACEAE#IMPERATA CYLINDRICA_VAR.AFRICANA#LUTEOLINIDIN
POACEAE#MISCANTHUS TINCTORIUS#LUTEOLIN
POACEAE#PHRAGMITES AUSTRALIS#LUTEOLIN
POACEAE#POA ANNUA#LUTEOLIN-6-C-BETA-RISTOBIOSIDE
POACEAE#SACCHARUM OFFICINARUM#LUTEOLIN#LUTEOLIN-6-METHOXY:
POACEAE#SASA BOREALIS#LUTEOLIN-6-C-ALPHA-L-ARABINOSIDE
POACEAE#SECALE CEREALE_CV.KUSTRO#LUTEOLIN-7-O-(BETA-D-GLUCURONOSYL-(1-2)-BETA-D-GLUCURONIDE)-4'-O-BETA-D-GLUCURONIDE#LUTEOLIN-7-O-BETA-D-GLUCURONOSYL-(102)-BETA-D-GLUCURONIDE
POACEAE#SECALE CEREALE_VAR.KUSTRO MESOPHYLL-DERIVED GERMANY(CULT)#LUTEOLIN-7-O-GLUCURONOSYL-GLUCURONIDE#LUTEOLIN-7-O-GLUCURONSYL-GLUCURONIDE-4'-O-GLUCURONIDE
POACEAE#SETARIA ITALICA_CV.VIRIDI8S#LUTEOLIN-7-RUTINOSIDE
POACEAE#SORGHUM VULGARE_CV.DEKALB#LUTEOLINIDIN
POACEAE#THEMEDA TRIANDRA#LUTEOLINIDIN
POACEAE#TRITICUM AESTIVUM#LUTEOLIN-C-GLUCOSIDE
POACEAE#TRITICUM AESTIVUM_CV.SAKHA-69#LUTEOLIN#LUTEOLIN-7-GLUCURONIDE
POACEAE#TRITICUM DICOCCON#LUTEOLIN-C-GLUCOSIDE#LUTEOLIN-C-RHAMNOSYL-HEXOSIDE
POACEAE#TRITICUM DICOCCON_CV.KHAPLI#LUTEOLIN-C-GLUCOSIDE#LUTEOLIN-C-RHAMNOSYL-HEXOSIDE
POACEAE#TRITICUM SPELTA#LUTEOLIN-C-GLUCOSIDE#LUTEOLIN-C-RHAMNOSYL-HEXOSIDE
POACEAE#TRITICUM TURGIDUM#LUTEOLIN-C-GLUCOSIDE
POACEAE#ZEA MAYS#LUTEOLIN#LUTEOLIN,2''-O-ALPHA-L-RHAMNOSYL-6-C-FUCOSYL-3'-METHOXY:#LUTEOLIN,2''-O-ALPHA-L-RHAMNOSYL-6-C-FUCOSYL:#LUTEOLIN,2''-O-ALPHA-L-RHAMNOSYL-6-C-QUINOVOSYL:
POACEAE#ZEA MAYS_GENOTYPE_CORNCOB#LUTEOLINIDIN
POACEAE#ZEA MAYS_GENOTYPE_STIGMAS#LUTEOLINIDIN
PODOCARPACEAE#DACRYDIUM INTERMEDIUM#LUTEOLIN-7-ARABINO(1-6)-GLUCOSIDE#LUTEOLIN-7-ARABINOFURANOSYL(1-6)-GLUCOSIDE#LUTEOLIN-7-RHAMNO(1-6)-GLUCOSIDE#LUTEOLIN-7-XYLO(1-6)-GLUCOSIDE
PODOCARPACEAE#DACRYDIUM LAXIFOLIUM#LUTEOLIN-7-ARABINO(1-6)-GLUCOSIDE#LUTEOLIN-7-ARABINOFURANOSYL(1-6)-GLUCOSIDE
PODOCARPACEAE#PODOCARPUS ACUTIFOLIUS#LUTEOLIN-3'-O-BETA-D-GLUCOSIDE
PODOCARPACEAE#PODOCARPUS NIVALIS#LUTEOLIN-3'-O-BETA-D-GLUCOSIDE#LUTEOLIN-3'-O-BETA-XYLOSIDE#LUTEOLIN-3'-O-OXYLOSIDE#LUTEOLIN-7-O-BETA-D-GLUCOSIDE-3'-O-XYLOSIDE#LUTEOLIN-7-O-GLUCOSIDE,3''-XYLOSIDE
PODOCARPACEAE#PRUMNOPITYS FERRUGINEA#LUTEOLIN-3'-O-BETA-D-GLUCOSIDE
POLYGONACEAE#FALLOPIA DUMETORUM#LUTEOLIN-8-C-GLYCOSIDE
POLYGONACEAE#PERSICARIA NEPALENSIS#LUTEOLIN-6-C-BETA-GLUCOSIDE
POLYGONACEAE#POLYGONUM AFFINE#LUTEOLIN-6-C-BETA-D-GLUCOSIDE#LUTEOLIN-8-C-BETA-D-GLUCOSIDE
POLYGONACEAE#POLYGONUM AVICULARE#GALUTEOLIN#LUTEOLIN
POLYGONACEAE#POLYGONUM BELOPHYLLUM#LUTEOLIN
POLYGONACEAE#POLYGONUM CUSPIDATUM#LUTEOLIN,6-8-DI-C-GLUCOSYL:
POLYGONACEAE#POLYGONUM DUMETORUM#LUTEOLIN,6-8-DI-GLUCOSYL:
POLYGONACEAE#POLYGONUM HYDROPIPER#LUTEOLIN
POLYGONACEAE#POLYGONUM LAPATHIFOLIUM#LUTEOLIN
POLYGONACEAE#POLYGONUM MINUS#LUTEOLIN
POLYGONACEAE#POLYGONUM PERFOLIATUM#LUTEOLIN
POLYGONACEAE#POLYGONUM SCABRUM#LUTEOLIN
POLYGONACEAE#POLYGONUM SENEGALENSE#LUTEOLIN
POLYGONACEAE#POLYGONUM SIEBOLDII#LUTEOLIN
POLYGONACEAE#POLYGONUM STRIGOSUM#LUTEOLIN
POLYGONACEAE#POLYGONUM TOMENTOSUM#LUTEOLIN
POLYGONACEAE#POLYGONUM VISCOFERUM#LUTEOLIN
POLYGONACEAE#RUMEX ACETOSELLA#LUTEOLIN
POLYGONACEAE#RUMEX PICTUS#LUTEOLIN
POLYGONACEAE#RUMEX TINGITANUS#LUTEOLIN
POLYGONACEAE#RUMEX VESICARIUS#LUTEOLIN
POLYPODIACEAE#PYRROSIA SERPENS#LUTEOLIN-7-GLUCURONIDE#LUTEOLIN-7-NEOHESPERIDOSIDE#LUTEOLIN-7-O-BETA-D-DIGLUCOSIDE
POTAMOGETONACEAE#PHYLLOSPADIX IWATENSIS#LUTEOLIN
POTAMOGETONACEAE#PHYLLOSPADIX JAPONICA#LUTEOLIN,6-HYDROXY:#LUTEOLIN-4'-5-DIMETHYL ETHER
PRIMULACEAE#ANAGALLIS ARVENSIS#LUTEOLIN
PRIMULACEAE#LYSIMACHIA ATROPURPUREA#LUTEOLIN
PRIMULACEAE#PRIMULA VERIS#LUTEOLIN
PRIMULACEAE#SOLDANELLA CARPATICA#LUTEOLIN
PRIMULACEAE#SOLDANELLA MONTANA#LUTEOLIN
PRIMULACEAE#SOLDANELLA PUSILLA#LUTEOLIN
PTERIDACEAE#ADIANTUM PEDATUM_CV.KLONDYKE#LUTEOLINIDIN#LUTEOLINIDIN-5-GLUCOSIDE
PTERIDACEAE#ADIANTUM VEITCHIANUM#LUTEOLINIDIN#LUTEOLINIDIN-5-GLUCOSIDE
PTERIDACEAE#NOTHOLAENA CALIFORNICA#LUTEOLIN#LUTEOLIN-3'-7-DIMETHYL ETHER#LUTEOLIN-3'-METHYL ETHER#LUTEOLIN-7-METHYL ETHER#LUTEOLIN-7-O-METHYL ETHER
PTERIDACEAE#NOTHOLAENA GREGGII#LUTEOLIN#LUTEOLIN-7-O-METHYL ETHER
PTERIDACEAE#NOTHOLAENA NIVEA_VAR.NIVEA#LUTEOLIN,4'-7-DIMETHYL:
PTERIDACEAE#PTERIS ALTISSIMA#LUTEOLIN-7-O-GLUCOSYL-GLUCOSIDE#LUTEOLIN-7-O-GLUCOSYL-RHAMNOSIDE
PTERIDACEAE#PTERIS CRETICA#LUTEOLIN-7-O-BETA-SOPHOROSIDE#LUTEOLIN-7-O-GENTIOBIOSIDE#LUTEOLIN-7-O-ROBINOBIOSIDE#LUTEOLIN-8-C-RHAMNOSIDE-7-O-RHAMNOSIDE
PTERIDACEAE#PTERIS DECURRENS#LUTEOLIN
PTERIDACEAE#PTERIS DENTICULATA_VAR.TRISTICULA#LUTEOLIN-7-O-GLUCOSYL-GLUCOSIDE
PTERIDACEAE#PTERIS LONGIPINNULA#LUTEOLINIDIN#LUTEOLINIDIN-5-GLUCOSIDE
PTERIDACEAE#PTERIS MULTIFIDA#LUTEOLIN
PTERIDACEAE#PTERIS PLUMULA#LUTEOLIN-7-O-GLUCOSYL-GLUCOSIDE
PTERIDACEAE#PTERIS PROPINQUA#LUTEOLIN-7-O-GLUCOSYL-RHAMNOSIDE
PTERIDACEAE#PTERIS QUADRIAURITA#LUTEOLINIDIN#LUTEOLINIDIN-5-GLUCOSIDE
PTERIDACEAE#PTERIS VITTATA#LUTEOLINIDIN#LUTEOLINIDIN-5-GLUCOSIDE
PUNICACEAE#PUNICA GRANATUM#LUTEOLIN#LUTEOLIN-3'-O-BETA-D-GLUCOSIDE#LUTEOLIN-3'-O-BETA-D-XYLOPYRANOSIDE#LUTEOLIN-4'-O-BETA-D-GLUCOSIDE
RANUNCULACEAE#ADONIS MONGOLICA#LUTEOLIN
RANUNCULACEAE#ADONIS TURKESTANICA#LUTEOLIN
RANUNCULACEAE#AQUILEGIA ECALCARATA#LUTEOLIN
RANUNCULACEAE#AQUILEGIA OXYSEPALA#LUTEOLIN
RANUNCULACEAE#HYDRASTIS CANADENSIS#LUTEOLIN,6-8-DI-C-METHYL: 7-METHYL ETHER#LUTEOLIN,6-C-METHYL: 7-METHYL ETHER
RESEDACEAE#RESEDA LUTEOLA#LUTEOLIN
RESEDACEAE#RESEDA MURICATA#LUTEOLIN
RHIZOGONICACEAE#RHIZOGONIUM DISTICHUM#BARTRAMIATRILUTEOLIN#BARTRAMIATRILUTEOLIN,EPI:#DISTICHUMTRILUTEOLIN#LUTEOLIN#RHIZOGONIUMTRILUTEOLIN#STRICTATRILUTEOLIN
RICCIACEAE#RICCIA DUPLEX#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
RICCIACEAE#RICCIA FLUITANS#LUTEOLIN#LUTEOLIN-4'-7-DI-O-BETA-D-GLUCURONIDE#LUTEOLIN-4'-7-DI-O-BETA-D-GLUCURONIDE-3'-FERULOYL-GLUCOSIDE#LUTEOLIN-4'-O-BETA-D-GLUCURONIDE#LUTEOLIN-7-O-BETA-D-GLUCURONIDE#LUTEOLIN-7-O-BETA-D-GLUCURONIDE-3'-(2-HYDROXY-PROPIONYL)-GLUCOSIDE#LUTEOLIN-7-O-BETA-D-GLUCURONIDE-3'-(2-HYDROXY-PROPIONYL)-GLUCURONIDE#LUTEOLIN-7-O-BETA-D-GLUCURONIDE-3'-FERULOYL-GLUCOSIDE#LUTEOLIN-7-O-BETA-D-GLUCURONIDE-3'-GLUCOSIDE#LUTEOLIN-7-O-BETA-D-GLURONOSYL-3'-O-ALPHA-L-RHAMNOSIDE
RICCIACEAE#RICCIOCARPUS NATANS#LUTEOLIN-3'-7-DI-O-BETA-D-GLUCURONIDE#LUTEOLIN-3'-O-BETA-D-GLUCURONIDE#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
RIELLACEAE#RIELLA AFFINIS#LUTEOLIN-3'-O-BETA-D-GLUCURONIDE#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
ROSACEAE#AGRIMONIA EUPATORIA#LUTEOLIN-7-O-(6' '-ACETYL)-GLUCOSIDE#LUTEOLIN-7-O-SOPHOROSIDE
ROSACEAE#ALCHEMILLA SPECIOSA#LUTEOLIN-7-O-BETA-D-(6''-O-ALPHA-L-RHAMNOPYRANOSYL)-GLUCOPYRANOSIDE
ROSACEAE#ALCHEMILLA VULGARIS#LUTEOLIN
ROSACEAE#CHAENOMELES SINENSIS#LUTEOLIN,3'-METHOXY: 4'-O-BETA-D-GLUCOSIDE#LUTEOLIN-3'-METHOXY-4'-O-BETA-D-GLUCOPYRANOSIDE#LUTEOLIN-4'-O-BETA-D-GLUCOPYRANOSIDE#LUTEOLIN-4'-O-BETA-D-GLUCOSIDE#LUTEOLIN-7-O-BETA-D-GLUCURONIDE#LUTEOLIN-7-O-BETA-D-GLUCURONIDE METHYL ESTER
ROSACEAE#COTONEASTER MULTIFLORUS#LUTEOLIN-6-C-GLYCOSIDE
ROSACEAE#COTONEASTER WILSONII#LUTEOLIN-6-C-GLYCOSIDE
ROSACEAE#CRATAEGUS MICROPHYLLA#LUTEOLIN
ROSACEAE#CRATAEGUS MONOGYNA#LUTEOLIN
ROSACEAE#CRATAEGUS OXYACANTHA#LUTEOLIN#LUTEOLIN-3'-7-DIGLUCOSIDE
ROSACEAE#DOCYNIA DELAVAYI#LUTEOLIN#LUTEOLIN-4'-O-BETA-D-GLUCOSIDE
ROSACEAE#EXOCHORDA RACEMOSA#LUTEOLIN
ROSACEAE#FILIPENDULA ULMARIA#LUTEOLIN
ROSACEAE#HOLODISCUS DISCOLOR_VAR.ARIAEFOLIUS#LUTEOLIN
ROSACEAE#LUETKEA PECTINATA#LUTEOLIN#LUTEOLIN-7-O-GLUCOSYL-ACYL
ROSACEAE#MALUS SYLVESTRIS#LUTEOLIN
ROSACEAE#POLYLEPIS INCANA#LUTEOLIN
ROSACEAE#PRUNUS DOMESTICA#LUTEOLIN
ROSACEAE#PYRUS BETULAEFOLIA#LUTEOLIN
ROSACEAE#PYRUS CALLERYANA#LUTEOLIN
ROSACEAE#PYRUS CALLERYANA_VAR.DIMORPHOPHYLLA#LUTEOLIN
